21.08.2016 07:40:03,ЗАО "Торговый дом 1000 мелочей",СУЛЬФАТ АММОНИЯ мелкой расфасовки по 3 кг пакет,3813600
21.08.2016 07:40:03,ЗАО "Торговый дом 1000 мелочей",ТОСОЛ-А40МН АНТИФРИЗ 1Л П/Э БУТ АВТОЖИДКОСТЬ ОХЛАЖДАЮЩАЯ,1765350
21.08.2016 08:40:18,ИП Денисенко В.П.,Двуокись углерода жидкая,116820
21.08.2016 09:01:01,Унитарное предприятие "АзотСервис",Вода деминерализованная 5 л (упаковка-в 5 л п/эт кан.),99610
21.08.2016 09:01:01,Унитарное предприятие "АзотСервис",АММОФОСКАМИД  МАРКА NPK 15-15-15 по 3 кг пакет,878600
21.08.2016 09:01:01,Унитарное предприятие "АзотСервис","КРОТ" В 1Л БУТ. СРЕДСТВО ЧИСТЯЩЕЕ ДЛЯ РАСТВОРЕНИЯ ЗАГРЯЗНЕН,1145070
21.08.2016 09:06:13,РСУ N 1 УГП "Треста Гродногорстрой",Кислород технологич.газооб. (в баллонах),1401024
21.08.2016 09:11:42,ОАО "Лидский молочно-консервный комбинат",КИСЛОТА АЗОТНАЯ неконцентрирован.,1615437
21.08.2016 09:19:47,ЗАО "Торговый дом 1000 мелочей","КРОТ" В 1Л БУТ. СРЕДСТВО ЧИСТЯЩЕЕ ДЛЯ РАСТВОРЕНИЯ ЗАГРЯЗНЕН,1782000
21.08.2016 09:39:24,ГУКПП "Гродноводоканал",Кислород технологич.газооб. (в баллонах),1401024
21.08.2016 09:49:30,УЧПКП "Орхидея",Двуокись углерода жидкая,9614286
21.08.2016 09:57:33,ОАО "Новогрудский завод газовой аппаратуры",КИСЛОТА СЕРНАЯ аккумуляторная,424349
21.08.2016 09:58:18,ОАО "Лиданефтепродукт",ТОСОЛ-А40МН АНТИФРИЗ 5Л П/Э КАН АВТОЖИДКОСТЬ ОХЛАЖДАЮЩАЯ,3401400
21.08.2016 09:58:18,ОАО "Лиданефтепродукт",ТОСОЛ-А40МН АНТИФРИЗ 1Л П/Э БУТ АВТОЖИДКОСТЬ ОХЛАЖДАЮЩАЯ,1765350
21.08.2016 09:58:18,ОАО "Лиданефтепродукт",ЭЛЕКТРОЛИТ (УПАКОВКА В 3 Л КАНИСТРЫ ПО 3000 МЛ ПО 3,82 КГ),699400
21.08.2016 09:58:18,ОАО "Лиданефтепродукт",Средство AUS 32 в п/э канистрах по 20 л,1033580
21.08.2016 10:05:07,ЧТТУП "ЛегионАвтоТранс",ЭЛЕКТРОЛИТ (УПАКОВКА В 3 Л КАНИСТРЫ ПО 3000 МЛ ПО 3,82 КГ),168530
21.08.2016 10:05:07,ЧТТУП "ЛегионАвтоТранс",Вода деминерализованная 5 л (упаковка-в 5 л п/эт кан.),199220
21.08.2016 10:15:12,ОАО "Красный металлист",СУЛЬФАТ АММОНИЯ,1183196
21.08.2016 10:37:36,ИП Ольшанников К.В.,Двуокись углерода жидкая,128502
21.08.2016 10:48:10,ООО "Технические газы",Двуокись углерода жидкая,7850304
21.08.2016 10:54:18,Государственное предприятие "Четырнадцать",Двуокись углерода жидкая,876150
21.08.2016 10:58:12,ОАО"БЕЛАЗ"-управляющая ком.холдинга"БЕЛАЗ-ХОЛДИНГ",Двуокись углерода жидкая,7745166
21.08.2016 11:13:22,ОАО "Лесохимик",КАРБАМИД,59724708
21.08.2016 11:23:28,ООО "Ариэль",Двуокись углерода жидкая,4742892
21.08.2016 11:26:39,Филиал "Тепличный" РУП "Витебскэнерго",КАРБАМИД,24546606
21.08.2016 12:02:24,Филиал "Тепличный" РУП "Витебскэнерго",КАРБАМИД,68441713
21.08.2016 12:03:26,УП "Бакалея",ТОСОЛ-А40МН АНТИФРИЗ 1Л П/Э БУТ АВТОЖИДКОСТЬ ОХЛАЖДАЮЩАЯ,5296050
21.08.2016 12:03:26,УП "Бакалея",ТОСОЛ-А40МН АНТИФРИЗ 5Л П/Э КАН АВТОЖИДКОСТЬ ОХЛАЖДАЮЩАЯ,9796032
21.08.2016 12:03:26,УП "Бакалея","КРОТ" В 1Л БУТ. СРЕДСТВО ЧИСТЯЩЕЕ ДЛЯ РАСТВОРЕНИЯ ЗАГРЯЗНЕН,2970000
21.08.2016 12:03:26,УП "Бакалея",КАРБАМИД мелкой расфасовки по 3 кг пакет,7229000
21.08.2016 12:03:26,УП "Бакалея",СУЛЬФАТ АММОНИЯ мелкой расфасовки по 3 кг пакет,3813600
21.08.2016 12:03:26,УП "Бакалея",АММОФОСКАМИД  МАРКА NPK 5-16-35 по 3 кг пакет,23402571
21.08.2016 12:03:26,УП "Бакалея",ПРЕ."АНКОР-1" в 1 л бутылках,12768480
21.08.2016 12:17:05,ОАО "Белкард",Двуокись углерода жидкая,3808332
21.08.2016 12:21:10,VIDHI DYESTUFFS MFG.LTD,Гидроксиламинсульфат кристаллический,396461250
21.08.2016 12:29:40,УО СПК "Путришки",СУЛЬФАТ АММОНИЯ,13636770
21.08.2016 12:33:03,Волковысское ОАО "Беллакт",КИСЛОТА АЗОТНАЯ неконцентрирован.,3086208
